"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"YBR068C",151.28036766805,-2.06903707899989,0.245198447921301,2.54151839258075e-19,1.58871936966005e-17
"YBR069C",10.5155802443316,-0.526069352969014,0.567659996992589,0.161413394188237,0.267399239991564
"YBR070C",28.1448523099796,-0.147410405417473,0.304041284288996,0.587530920674719,0.699623652720845
"YBR071W",45.0043229937067,-0.717509255530679,0.331379092783794,0.0130486980468774,0.0355631492223801
"YBR072C-A",2.33399384885682,1.91900843558039,1.52684182102279,0.000771832584458066,0.00330801478211203
"YBR072W",2098.61274205288,0.107618652120945,0.26994351593189,0.663498884963534,0.76378225156811
"YBR073W",103.740233514817,0.233424985577776,0.226114883483958,0.272588755418716,0.40023276532743
"YBR074W",127.5830326488,-0.785700487746618,0.266466360290423,0.00125917364312352,0.00500941389776156
"YBR076W",22.2979956244515,1.43646885693764,0.414922706378122,2.5157709416487e-05,0.000166847291796024
"YBR077C",43.8835565702533,-0.346925242543382,0.263489374525702,0.15215073745781,0.255686391001669
"YBR078W",507.506517189855,-0.503642389934381,0.237614214718237,0.0231553075432391,0.0561537709963157
"YBR079C",134.601906214811,-0.0411908463610198,0.204000254650217,0.83207013277408,0.889623203921481
"YBR080C",139.965810914124,-0.53973152753991,0.243354911188313,0.0170787387765182,0.0437338271051531
"YBR081C",177.616863548524,0.27060829730979,0.266037239562587,0.267981772543301,0.394985028195653
"YBR082C",438.016896309454,0.19450606838823,0.290352240788602,0.458194136878434,0.587619825919725
"YBR083W",36.1236808343138,0.967109593427639,0.293852869814451,0.000239109602970638,0.00120912911106323
"YBR084C-A",490.254685857603,-0.62848802590088,0.167544388140958,0.000102753324816566,0.000573933970173141
"YBR084W",101.706518264931,-1.26582757314284,0.267321362724641,2.04853955717184e-07,2.18065551411988e-06
"YBR085C-A",219.672149431643,-0.483060544309595,0.216588499884066,0.0182178112288209,0.0460619013685679
"YBR085W",2.74677155562531,-0.0641935394918358,0.629562957238916,0.853843594871463,0.905535830489233
"YBR086C",282.023472429877,0.744949374450661,0.228053295190398,0.000486409627609364,0.00222596804659862
"YBR087W",36.2974542921114,-0.830330589486514,0.331289018266423,0.004039731632174,0.0133506541454749
"YBR088C",88.8420441267318,0.736891561592891,0.213910760962978,0.000262620169678815,0.00130997972583423
"YBR089C-A",234.345899994942,1.12505841360685,0.171284319909484,8.19119503981861e-12,1.95656349812903e-10
"YBR090C",79.8794659240429,0.312432142336456,0.212200885115247,0.120272899006894,0.212612381036255
"YBR091C",30.8921019583348,-0.191366078357355,0.301855646385531,0.478866325476485,0.605905072264572
